morphology_code,preferred_term,search_terms
8310/3,"Clear cell adenocarcinoma, NOS","Clear cell adenocarcinoma, NOS; Adenocarcinoma, clear cell, mesonephroid; Adenocarcinoma, clear cell, NOS; Adenocarcinoma, HPV-independent, clear cell type (C53._) [2021+]; Adenocarcinoma, mesonephroid, clear cell; Carcinoma, clear cell; Carcinoma, clear cell, hyalinizing [2023+]; Clear cell adenocarcinoma, mesonephroid; Clear cell carcinoma; Clear cell carcinoma, hyalinizing [2023+]; HPV-independent adenocarcinoma, clear cell type (C53._) [2021+]; Hyalinizing clear cell carcinoma [2023+]; Mesonephroid clear cell adenocarcinoma"
8311/1,Hypernephroid tumor [obs],"Hypernephroid tumor [obs]; Tumor, hypernephroid [obs]"
8311/3,Hereditary leiomyomatosis and renal cell carcinoma (RCC- associated renal cell carcinoma) (C64.9) [2018+],"Hereditary leiomyomatosis and renal cell carcinoma (RCC- associated renal cell carcinoma) (C64.9) [2018+]; ALK-rearranged RCC (C64.9) [2024+]; Carcinoma, renal cell, ALK-rearranged RCC (C64.9) [2024+]; Carcinoma, renal cell, and hereditary leiomyomatosis (RCC- associated renal cell carcinoma) (C64.9) [2018+]; Carcinoma, renal cell, eosinophilic solid and cystic (C64.9) [2024+]; Carcinoma, renal cell, fumarate hydratase-deficient (C64.9) [2024+]; Carcinoma, renal cell, mutated, ELOC (formerly TCEB1) (C64.9) [2024+]; Carcinoma, renal cell, t(6;11) (C64.9) [2024+]; Carcinoma, renal cell, TFE3-rearranged (C64.9) [2024+]; Carcinoma, renal cell, TFEB-altered (C64.9) [2024+]; Carcinoma, renal cell, Xp11 translocation (C64.9) [2024+]; ELOC (formerly TCEB1) mutated RCC (C64.9) [2024+]; Eosinophilic solid and cystic RCC (C64.9) [2024+]; Fumarate hydratase-deficient RCC (C64.9) [2024+]; HLRCC (Hereditary leiomyomatosis and renal cell cancer) (C64.9) [2018+]; Leiomyomatosis, hereditary, and renal cell carcinoma (C64.9) [2018+]; MiT family translocation renal cell carcinoma (C64.9) [2018+]; Renal cell carcinoma, ALK-rearranged (C64.9) [2024+]; Renal cell carcinoma, associated with hereditary leiomyomatosis (C64.9) [2018+]; Renal cell carcinoma, eosinophilic solid and cystic (C64.9) [2024+]; Renal cell carcinoma, fumarate hydratase-deficient (C64.9) [2024+]; Renal cell carcinoma, MiT family translocation (C64.9) [2018+]; Renal cell carcinoma, mutated, ELOC (formerly TCEB1) (C64.9) [2024+]; Renal cell carcinoma, t(6;11) (C64.9) [2024+]; Renal cell carcinoma, TFE3-rearranged (C64.9) [2024+]; Renal cell carcinoma, TFEB-altered (C64.9) [2024+]; Renal cell carcinoma, Xp11 translocation (C64.9) [2024+]; t(6;11) RCC (C64.9) [2024+]; TFE3-rearranged RCC (C64.9) [2024+]; TFEB-altered RCC (C64.9) [2024+]; Xp11 translocation RCC (C64.9) [2024+]"
8312/3,"Renal cell carcinoma, NOS (C64.9)","Renal cell carcinoma, NOS (C64.9); Adenocarcinoma, renal cell (C64.9); Carcinoma, renal cell unclassified (C64.9); Carcinoma, renal cell, NOS (C64.9); Grawitz tumor (C64.9) [obs]; Hypernephroma (C64.9) [obs]; Renal cell adenocarcinoma (C64.9); Renal cell carcinoma, unclassified (C64.9); Tumor, Grawitz (C64.9) [obs]"
8313/0,Clear cell adenofibroma (C56.9),"Clear cell adenofibroma (C56.9); Adenofibroma, clear cell (C56.9); Clear cell cystadenofibroma (C56.9); Cystadenofibroma, clear cell (C56.9)"
8313/1,Clear cell borderline tumor (C56.9),"Clear cell borderline tumor (C56.9); Adenofibroma, clear cell, of borderline malignancy (C56.9); Atypical proliferative clear cell tumor (C56.9) [2021+ ONLY. FOR PRE-2021, USE 8444/1.]; Borderline tumor, clear cell (C56.9); Clear cell adenofibroma of borderline malignancy (C56.9); Clear cell cystadenofibroma of borderline malignancy (C56.9); Clear cell cystic tumor of borderline malignancy (C56.9) [2021+ ONLY. FOR PRE-2021, USE 8444/1.]; Clear cell tumor, atypical proliferative (C56.9) [2021+ ONLY. FOR PRE-2021, USE 8444/1.]; Cystadenofibroma, clear cell, of borderline malignancy (C56.9); Cystic clear cell, tumor of borderline malignancy (C56.9) [2021+ ONLY. FOR PRE-2021, USE 8444/1.]; Cystic tumor, clear cell, borderline malignancy (C56.9) [2021+ ONLY. FOR PRE-2021, USE 8444/1.]; Proliferative clear cell tumor, atypical (C56.9) [2021+ ONLY. FOR PRE-2021, USE 8444/1.]; Tumor, clear cell, atypical proliferative (C56.9) [2021+ ONLY. FOR PRE-2021, USE 8444/1.]; Tumor, clear cell, cystic, borderline malignancy (C56.9) [2021+ ONLY. FOR PRE-2021, USE 8444/1.]; Tumor, cystic, clear cell, borderline malignancy (C56.9) [2021+ ONLY. FOR PRE-2021, USE 8444/1.]"
8313/3,Clear cell adenocarcinofibroma (C56.9),"Clear cell adenocarcinofibroma (C56.9); Adenocarcinofibroma, clear cell (C56.9); Clear cell cystadenocarcinofibroma (C56.9); Cystadenocarcinofibroma, clear cell (C56.9)"
8314/3,Lipid-rich carcinoma (C50._),"Lipid-rich carcinoma (C50._); Carcinoma, lipid-rich (C50._)"
8315/3,Glycogen-rich carcinoma (C50._),"Glycogen-rich carcinoma (C50._); Carcinoma, clear cell, glycogen-rich [2021+]; Carcinoma, glycogen-rich (C50._); Carcinoma, glycogen-rich, clear cell [2021+]; Glycogen-rich clear cell carcinoma [2021+]"
8316/3,Cyst-associated renal cell carcinoma (C64.9),"Cyst-associated renal cell carcinoma (C64.9); Acquired cystic disease-associated renal cell carcinoma (RCC) (C64.9); Carcinoma, renal cell, acquired cystic disease-associated (RCC) (C64.9); Carcinoma, renal cell, cyst-associated (C64.9); Carcinoma, renal cell, tubulocystic (C64.9); Cystic disease-associated renal cell carcinoma, acquired (RCC) (C64.9); Renal cell carcinoma, acquired cystic disease-associated (RCC) (C64.9); Renal cell carcinoma, cyst-associated (C64.9); Renal cell carcinoma, tubulocystic (C64.9); Tubulocystic renal cell carcinoma (C64.9)"
8317/3,"Renal cell carcinoma, chromophobe type (C64.9)","Renal cell carcinoma, chromophobe type (C64.9); Carcinoma, chromophobe cell renal (C64.9); Carcinoma, renal cell, chromophobe type (C64.9); Carcinoma, renal, chromophobe cell (C64.9); Chromophobe cell renal carcinoma (C64.9); Renal carcinoma, chromophobe cell (C64.9)"
8318/3,"Renal cell carcinoma, sarcomatoid (C64.9)","Renal cell carcinoma, sarcomatoid (C64.9); Carcinoma, renal cell, sarcomatoid (C64.9); Carcinoma, renal cell, spindle cell (C64.9); Carcinoma, sarcomatoid renal cell (C64.9); Carcinoma, spindle cell, renal cell (C64.9); Renal cell carcinoma, spindle cell (C64.9); Sarcomatoid carcinoma, renal cell (C64.9); Sarcomatoid renal cell carcinoma (C64.9); Spindle cell carcinoma, renal cell (C64.9); Spindle cell renal cell carcinoma (C64.9)"
8319/3,Collecting duct carcinoma (C64.9),"Collecting duct carcinoma (C64.9); Bellini duct carcinoma (C64.9); Carcinoma, Bellini duct (C64.9); Carcinoma, collecting duct (C64.9); Carcinoma, duct, collecting (C64.9); Carcinoma, renal, collecting duct type (C64.9); Collecting duct type renal carcinoma (C64.9); Duct carcinoma, Bellini (C64.9); Duct carcinoma, collecting (C64.9); Duct, Bellini, carcinoma (C64.9); Duct, renal carcinoma, collecting duct type (C64.9); Renal carcinoma, collecting duct type (C64.9)"
8320/3,Granular cell carcinoma,"Granular cell carcinoma; Adenocarcinoma, granular cell; Carcinoma, granular cell; Granular cell adenocarcinoma"
8321/0,Chief cell adenoma (C75.0),"Chief cell adenoma (C75.0); Adenoma, chief cell (C75.0)"
8322/0,Water-clear cell adenoma (C75.0),"Water-clear cell adenoma (C75.0); Adenoma, water-clear cell (C75.0)"
8322/3,Water-clear cell adenocarcinoma (C75.0),"Water-clear cell adenocarcinoma (C75.0); Adenocarcinoma, water-clear cell (C75.0); Carcinoma, water-clear cell (C75.0); Water-clear cell carcinoma (C75.0)"
8323/0,Mixed cell adenoma,"Mixed cell adenoma; Adenoma, mixed cell"
8323/3,Mixed cell adenocarcinoma,"Mixed cell adenocarcinoma; Adenocarcinoma, mixed cell"
8324/0,Lipoadenoma,Lipoadenoma; Adenolipoma
8325/0,Metanephric adenoma (C64.9),"Metanephric adenoma (C64.9); Adenoma, metanephric (C64.9)"
8330/0,"Follicular adenoma, NOS (C73.9)","Follicular adenoma, NOS (C73.9); Adenoma, follicular, NOS (C73.9)"
8330/1,Atypical follicular adenoma (C73.9),"Atypical follicular adenoma (C73.9); Adenoma, follicular, atypical (C73.9); Follicular adenoma, atypical (C73.9)"
8330/3,"Follicular carcinoma, NOS (C73.9)","Follicular carcinoma, NOS (C73.9); Adenocarcinoma, follicular, NOS (C73.9); Carcinoma, follicular, NOS (C73.9); Follicular adenocarcinoma, NOS (C73.9)"
8331/3,"Follicular adenocarcinoma, well differentiated (C73.9)","Follicular adenocarcinoma, well differentiated (C73.9); Adenocarcinoma, follicular, well differentiated (C73.9); Carcinoma, follicular, well differentiated (C73.9); Follicular carcinoma, well differentiated (C73.9); Well differentiated follicular adenocarcinoma (C73.9); Well differentiated follicular carcinoma (C73.9)"
8332/3,"Follicular adenocarcinoma, trabecular (C73.9)","Follicular adenocarcinoma, trabecular (C73.9); Adenocarcinoma, follicular, moderately differentiated (C73.9); Adenocarcinoma, follicular, trabecular (C73.9); Carcinoma, follicular, moderately differentiated (C73.9); Carcinoma, follicular, trabecular (C73.9); Follicular adenocarcinoma, moderately differentiated (C73.9); Follicular carcinoma, moderately differentiated (C73.9); Follicular carcinoma, trabecular (C73.9); Moderately differentiated follicular adenocarcinoma (C73.9); Moderately differentiated follicular carcinoma (C73.9); Trabecular follicular adenocarcinoma (C73.9); Trabecular follicular carcinoma (C73.9)"
8333/0,"Microfollicular adenoma, NOS (C73.9)","Microfollicular adenoma, NOS (C73.9); Adenoma, fetal (C73.9); Adenoma, microfollicular, NOS (C73.9); Fetal adenoma (C73.9)"
8333/3,Fetal adenocarcinoma (C73.9),"Fetal adenocarcinoma (C73.9); Adenocarcinoma, fetal (C73.9)"
8334/0,Macrofollicular adenoma (C73.9),"Macrofollicular adenoma (C73.9); Adenoma, colloid (C73.9); Adenoma, macrofollicular (C73.9); Colloid adenoma (C73.9)"
8335/1,Follicular tumor of uncertain malignant potential (C73.9),"Follicular tumor of uncertain malignant potential (C73.9); Carcinoma, follicular, encapsulated (C73.9) [2021+ NOT REPORTABLE; FOR PRE-2021, USE 8335/3]; Encapsulated follicular carcinoma (C73.9) [2021+ NOT REPORTABLE; FOR PRE-2021, USE 8335/3]; Follicular carcinoma, encapsulated (C73.9) [2021+ NOT REPORTABLE; FOR PRE-2021, USE 8335/3]"
8335/3,"Follicular carcinoma, minimally invasive (C73.9)","Follicular carcinoma, minimally invasive (C73.9); Carcinoma, follicular, encapsulated (C73.9) [REPORTABLE PRE-2021 ONLY; FOR 2021+, USE 8335/1]; Carcinoma, follicular, minimally invasive (C73.9); Encapsulated follicular carcinoma (C73.9) [REPORTABLE PRE-2021 ONLY; FOR 2021+, USE 8335/1]; Follicular carcinoma, encapsulated (C73.9) [REPORTABLE PRE-2021 ONLY; FOR 2021+, USE 8335/1]; Minimally invasive follicular carcinoma (C73.9)"
8336/1,Hyalinizing trabecular adenoma (C73.9),"Hyalinizing trabecular adenoma (C73.9); Adenoma, trabecular, hyalinizing (C73.9); Trabecular adenoma, hyalinizing (C73.9)"
8337/3,Poorly differentiated thyroid carcinoma (C73.9) [2021+],"Poorly differentiated thyroid carcinoma (C73.9) [2021+]; Carcinoma, insular (C73.9); Carcinoma, thyroid, poorly differentiated (C73.9) [2021+]; Insular carcinoma (C73.9)"
8339/3,"Follicular thyroid carcinoma (FTC), encapsulated angioinvasive (C73.9) [2018+]","Follicular thyroid carcinoma (FTC), encapsulated angioinvasive (C73.9) [2018+]; Angioinvasive encapsulated follicular thyroid carcinoma (FTC) (C73.9) [2018+]; Carcinoma, follicular thyroid (FTC), encapsulated angioinvasive (C73.9) [2018+]; Encapsulated angioinvasive follicular thyroid carcinoma (FTC) (C73.9) [2018+]; FTC (follicular thyroid carcinoma), encapsulated angioinvasive (C73.9) [2018+]"
8340/3,"Papillary carcinoma, follicular variant (C73.9)","Papillary carcinoma, follicular variant (C73.9); Adenocarcinoma, follicular and papillary (C73.9); Adenocarcinoma, papillary and follicular (C73.9); Adenocarcinoma, papillary, follicular variant (C73.9); Carcinoma, follicular and papillary (C73.9); Carcinoma, papillary and follicular (C73.9); Carcinoma, papillary, follicular variant (C73.9); Follicular and papillary adenocarcinoma (C73.9); Follicular and papillary carcinoma (C73.9); Follicular variant, papillary adenocarcinoma (C73.9); Follicular variant, papillary carcinoma (C73.9); Papillary adenocarcinoma, follicular variant (C73.9); Papillary and follicular adenocarcinoma (C73.9); Papillary and follicular carcinoma (C73.9); Papillary, follicular variant, adenocarcinoma (C73.9)"
8341/3,Papillary microcarcinoma (C73.9),"Papillary microcarcinoma (C73.9); Microcarcinoma, papillary (C73.9)"
8342/3,"Papillary carcinoma, oncocytic variant (C73.9) [2021+]","Papillary carcinoma, oncocytic variant (C73.9) [2021+]; Carcinoma, papillary, oncocytic variant (C73.9) [2021+]; Carcinoma, papillary, oxyphilic cell (C73.9); Oncocytic variant papillary carcinoma (C73.9) [2021+]; Oxyphilic cell papillary carcinoma (C73.9); Papillary carcinoma, oxyphilic cell (C73.9)"
8343/2,Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.],"Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; Carcinoma, encapsulated follicular variant of papillary thyroid carcinoma, non-invasive (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; Carcinoma, papillary thyroid, follicular variant, non-invasive encapsulated (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; EFVPTC (Encapsulated follicular variant of papillary thyroid carcinoma), non-invasive (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; Encapsulated follicular variant of papillary thyroid carcinoma, non-invasive (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; Follicular thyroid neoplasm w/papillary-like nuclear features, non-invasive (NIFTP) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; Follicular variant of papillary thyroid carcinoma, encapsulated non-invasive (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; Follicular variant of papillary thyroid carcinoma, non-invasive encapsulated (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; FTP, non-invasive (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; Neoplasm, follicular thyroid w/papillary-like nuclear features, non-invasive (NIFTP) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; NIFTP (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; Non-invasive EFVPTC (encapsulated follicular variant of papillary thyroid carcinoma) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; Non-invasive encapsulated follicular variant of papillary thyroid carcinoma (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; Non-invasive FTP (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; Papillary thyroid carcinoma, follicular variant, encapsulated non-invasive (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]; Papillary thyroid carcinoma, follicular variant, non-invasive encapsulated (non-invasive EFVPTC) (C73.9) [REPORTABLE 2017-2020 ONLY. FOR 2021+ USE CODE 8349/1.]"
8343/3,"Papillary carcinoma, encapsulated (C73.9)","Papillary carcinoma, encapsulated (C73.9); Carcinoma, papillary, encapsulated (C73.9); EFVPTC, invasive [or NOS] (C73.9); Encapsulated follicular variant of papillary thyroid carcinoma, invasive (invasive EFVPTC); Encapsulated follicular variant of papillary thyroid carcinoma, NOS (EFVPTC, NOS) (C73.9) (2017+); Encapsulated papillary carcinoma (C73.9); Follicular variant of papillary thyroid carcinoma, encapsulated invasive (invasive EFVPTC) (C73.9) (2017+); Follicular variant of papillary thyroid carcinoma, encapsulated, NOS (EFVPTC, NOS) (C73.9) (2017+); Follicular variant of papillary thyroid carcinoma, invasive encapsulated (invasive EFVPTC) (C73.9) (2017+); Invasive encapsulated follicular variant of papillary thyroid carcinoma (invasive EFVPTC) (C73.9) (2017+); Papillary thyroid carcinoma, follicular variant, encapsulated Invasive (invasive EFVPTC) (C73.9) (2017+); Papillary thyroid carcinoma, follicular variant, encapsulated, NOS (EFVPTC, NOS) (C73.9) (2017+); Papillary thyroid carcinoma, follicular variant, invasive encapsulated (invasive EFVPTC) (C73.9) (2017+)"
8344/3,"Papillary carcinoma, columnar cell (C73.9)","Papillary carcinoma, columnar cell (C73.9); Carcinoma, papillary, columnar cell (C73.9); Carcinoma, papillary, tall cell (C73.9); Columnar cell papillary carcinoma (C73.9); Papillary carcinoma, tall cell (C73.9); Tall cell papillary carcinoma (C73.9)"
8345/3,Medullary carcinoma (C73.9) [FOR THYROID 2018+. FOR BREAST FOR ALL YEARS USE 8510.],"Medullary carcinoma (C73.9) [FOR THYROID 2018+. FOR BREAST FOR ALL YEARS USE 8510.]; Amyloid stroma, medullary carcinoma with (C73.9); C cell carcinoma (C73.9); Carcinoma, C cell (C73.9); Carcinoma, medullary with amyloid stroma (C73.9); Carcinoma, parafollicular cell (C73.9); Medullary carcinoma with amyloid stroma (C73.9); Parafollicular cell carcinoma (C73.9)"
8346/3,Mixed medullary-follicular carcinoma (C73.9),"Mixed medullary-follicular carcinoma (C73.9); Carcinoma, follicular-medullary, mixed (C73.9); Carcinoma, mixed follicular-medullary (C73.9); Carcinoma, mixed medullary-follicular (C73.9); Follicular-medullary carcinoma, mixed (C73.9); Medullary-follicular carcinoma, mixed (C73.9); Mixed follicular-medullary carcinoma (C73.9)"
8347/3,Mixed medullary-papillary carcinoma (C73.9),"Mixed medullary-papillary carcinoma (C73.9); Carcinoma, mixed medullary-papillary (C73.9); Carcinoma, mixed papillary-medullary (C73.9); Carcinoma, papillary-medullary, mixed (C73.9); Medullary-papillary carcinoma, mixed (C73.9); Mixed papillary-medullary carcinoma (C73.9); Papillary-medullary carcinoma, mixed (C73.9)"
8348/1,Well differentiated tumor of uncertain malignant potential (C73.9) [2021+],"Well differentiated tumor of uncertain malignant potential (C73.9) [2021+]; Tumor of uncertain malignant potential, well differentiated (C73.9) [2021+]"
8349/1,"Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]","Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; Carcinoma, encapsulated follicular variant of papillary thyroid carcinoma, non-invasive (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; Carcinoma, papillary thyroid, follicular variant, non-invasive encapsulated (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; EFVPTC (Encapsulated follicular variant of papillary thyroid carcinoma), non-invasive (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; Encapsulated follicular variant of papillary thyroid carcinoma, non-invasive (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; Follicular thyroid neoplasm w/papillary-like nuclear features, non-invasive (NIFTP) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; Follicular variant of papillary thyroid carcinoma, encapsulated non-invasive (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; Follicular variant of papillary thyroid carcinoma, non-invasive encapsulated (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; FTP, non-invasive (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; Neoplasm, follicular thyroid w/papillary-like nuclear features, non-invasive (NIFTP) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; NIFTP (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; Non-invasive EFVPTC (encapsulated follicular variant of papillary thyroid carcinoma) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; Non-invasive encapsulated follicular variant of papillary thyroid carcinoma (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; Non-invasive FTP (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]; Papillary thyroid carcinoma, follicular variant, encapsulated non-invasive (non-invasive EFVPTC) (C73.9) [2021+ NOT REPORTABLE. FOR 2017-2020, USE CODE 8343/2]"
